Brnd_Name,Tot_Drug_Cst,Tot_Clms,Cost_Per_Claim
Curity Alcohol Preps,98.55000000000001,28,3.5196428571428577
Norelgestromin-Eth Estradiol,2401.4300000000003,23,104.41000000000001
Nesina,4315.200000000001,23,187.61739130434785
Vestura,404.41,11,36.764545454545456
Neo-Synalar,137063.65,143,958.4870629370629
Bryhali,13606.44,12,1133.8700000000001
Oralair,7711.77,12,642.6475
Silvadene,565.44,12,47.120000000000005
Xerese,31193.52,12,2599.46
Uro-Mp,2722.72,11,247.51999999999998
Daurismo,230869.37,13,17759.182307692306
Niacor,2191.2,11,199.2
Verifine Plus Pen Needle,686.42,14,49.029999999999994
Ziagen,6875.88,12,572.99
Salicylic Acid,65308.98,23,2839.5208695652177
Elite-Ob,266.16,12,22.180000000000003
Baxdela,64476.09,22,2930.7313636363633
Phexxi,4085.47,11,371.4063636363636
Fml,5560.84,36,154.46777777777777
Hyrimoz(Cf),74511.58,11,6773.78
Zyvox,2582.19,11,234.74454545454546
E.E.S. 200,12841.52,32,401.2975
Hulio(Cf),74814.12,12,6234.509999999999
Relexxii,5726.13,16,357.883125
Activella,3526.38,13,271.26
Coly-Mycin M Parenteral,26970.68,22,1225.94
Imjudo,516885.27,13,39760.405384615384
Acuvail,13574.85,30,452.495
Osmolex Er,11307.55,11,1027.959090909091
Virt-C Dha,1125.29,19,59.22578947368421
Complete Natal Dha,212.16,12,17.68
Droperidol,161.44,22,7.338181818181818
E.E.S. 400,5963.69,14,425.9778571428571
Flexbumin,29694.33,18,1649.6850000000002
Orfadin,182306.75,25,7292.27
Clickfine,290.02,14,20.715714285714284
Exservan,41212.44,13,3170.1876923076925
Briumvi,489779.87,20,24488.9935
Necon,361.01,13,27.77
Westgel Dha,1241.72,12,103.47666666666667
Enalaprilat,7483.07,29,258.0368965517241
Olpruva,488168.66,11,44378.969090909086
Penicillin G Sodium,10617.51,11,965.2281818181818
Mirena,12461.26,11,1132.841818181818
Tarina 24 Fe,458.67,13,35.2823076923077
Nextstellis,5162.8,24,215.11666666666667
Emcyt,5371.84,14,383.70285714285717
Rezzayo,27633.49,13,2125.653076923077
Cancidas,21914.09,24,913.0870833333333
Children's Multivitamin,195.04,13,15.003076923076922
Balcoltra,3644.38,14,260.3128571428571
Niva-Plus,269.04,12,22.42
Excilon,80.83,14,5.773571428571429
Symbyax,2639.26,13,203.02
Symfi Lo,20682.53,11,1880.2299999999998
Zomacton,6481.84,12,540.1533333333333
Blisovi 24 Fe,585.29,26,22.511153846153846
Relenza,1628.37,22,74.01681818181818
Vaseretic,4300.95,11,390.99545454545455
Regonol,41628.48,11,3784.407272727273
Tricitrates,5037.67,33,152.65666666666667
Austedo Xr Titration Kt(Wk1-4),130817.0,18,7267.611111111111
Ermeza,1401.08,12,116.75666666666666
Thrivite Rx,243.43,14,17.387857142857143
Nitisinone,296011.09,14,21143.649285714288
