Brnd_Name,Tot_Drug_Cst,Tot_Clms,Cost_Per_Claim
Phesgo,1591848.61,185,8604.587081081081
Reclast,22398.0,18,1244.3333333333333
Sporanox,51898.030000000006,33,1572.6675757575758
Talicia,299660.88,387,774.317519379845
Vectibix,1415310.84,115,12307.050782608696
Canasa,455379.85,399,1141.3028822055137
Celontin,94422.38,259,364.56517374517375
Dyrenium,72821.18000000001,80,910.26475
Hydrea,4253.85,62,68.61048387096774
Junel Fe 24,6740.039999999999,185,36.432648648648644
Omnipod Classic Pods (Gen 3),93015.65,135,689.0048148148147
Rena-Vite Rx,9426.43,508,18.555964566929134
Tlando,196782.37999999998,255,771.6956078431372
Bd Insulin Syringe Ultra-Fine,306.48,12,25.540000000000003
Carafate,97202.5,335,290.15671641791045
Casodex,37183.92,12,3098.66
Elestrin,4352.33,23,189.2317391304348
Insulin Degludec,86133.93000000001,587,146.7358262350937
Insulin Syringe U-500,20263.829999999994,461,43.95624728850324
Migergot,1271135.3199999998,344,3695.160813953488
Noritate,127427.48000000001,71,1794.7532394366199
Sutent,1149857.13,88,13066.558295454544
Uroxatral,251711.34,296,850.3761486486486
1st Tier Unifine Pentips Plus,2323.0299999999997,95,24.45294736842105
Agamree,213180.0,11,19380.0
Bafiertam,4202727.7700000005,559,7518.296547406083
Bijuva,75172.68,274,274.35284671532844
Clarithromycin Er,107430.95999999999,761,141.1707752956636
Clindamycin Phosphate-D5w,14084.670000000002,117,120.38179487179488
Cutaquig,3580553.910000001,570,6281.673526315792
Ergomar,87323.81,49,1782.1185714285714
Exondys-51,25643033.869999997,410,62543.98504878048
Fragmin,434280.84,140,3102.0060000000003
Kimyrsa,134685.03,26,5180.193461538462
Myalept,7423683.46,44,168720.07863636364
Nora-Be,2747.2800000000007,185,14.850162162162166
Orphenadrine-Aspirin-Caffeine,758371.9400000002,491,1544.5457026476581
Rifadin,19323.25,51,378.8872549019608
Tiazac,7685.039999999999,77,99.80571428571427
True Comfort Alcohol Pads,25462.079999999994,548,46.46364963503649
Yuflyma(Cf) (2 Pack),1011216.1400000001,122,8288.656885245902
Zelapar,553606.96,74,7481.175135135135
Depo-Testosterone,996.96,24,41.54
Dextrose 10%-0.45% Nacl,5123.539999999999,73,70.18547945205478
Gvoke,107399.21999999999,270,397.7748888888888
Livtencity,13252253.340000002,551,24051.27647912886
Plenamine,35114.0,317,110.76971608832808
Safetyglide Syringe,278.2,71,3.9183098591549292
Tyenne,430675.0200000001,196,2197.321530612245
Vijoice,3265412.5000000005,99,32983.96464646465
Arazlo,17520.69,35,500.5911428571428
Cabtreo,48826.97,55,887.7630909090909
Calcium Gluconate,41966.43000000001,521,80.54976967370443
Denavir,79193.54000000001,89,889.8150561797754
Dexrazoxane,7941.3,12,661.775
Gammagard S-D,7879181.66,651,12103.197634408602
Hyoscyamine Sulfate Er,761.8299999999999,24,31.742916666666662
Izervay,3204256.4,1094,2928.9363802559415
Natroba,11896.119999999999,45,264.3582222222222
Proparacaine Hcl,7746.45,309,25.069417475728155
Tascenso Odt,1068262.24,93,11486.690752688171
Winlevi,139030.17,244,569.7957786885246
Easy Comfort Safety Pen Needle,3783.6899999999996,23,164.5082608695652
Elelyso,2244457.66,53,42348.25773584906
Juxtapid,3497681.81,60,58294.696833333335
Kisqali Femara Co-Pack,6284867.3999999985,430,14615.970697674415
Migranal,628365.21,164,3831.495182926829
Myobloc,198420.13000000003,295,672.6106101694917
Omvoh Pen,768987.48,76,10118.256315789473
Potassium Chloride-0.9% Nacl,47947.42000000001,614,78.09026058631923
Vanflyta,1903674.19,94,20251.85308510638
Vasotec,361783.35000000003,246,1470.664024390244
Aminocaproic Acid,328260.7400000001,338,971.1856213017754
Bidil,42296.37000000001,105,402.8225714285715
Caduet,6313.15,12,526.0958333333333
Epitol,5958.41,136,43.81183823529412
Ilumya,3160224.9400000004,191,16545.680314136127
Insulin Aspart Penfill,11735.44,66,177.80969696969697
Lopressor,26132.76,116,225.28241379310344
Potassium Phosphate,10998.34,82,134.1260975609756
Streptomycin Sulfate,597116.66,279,2140.203082437276
Taztia Xt,860.74,57,15.100701754385964
Vitamin B-1,2101.92,186,11.300645161290323
Astagraf Xl,197163.06,249,791.8195180722892
Bactrim Ds,4526.76,39,116.07076923076923
Zipsor,275443.97000000003,188,1465.1275
Arthrotec 75,59803.57,126,474.63150793650794
Betamethasone Sod Phos-Acetate,6526.280000000001,152,42.93605263157895
Cinvanti,184506.30999999997,346,533.2552312138728
Esgic,4802.24,23,208.79304347826087
Hailey,8364.14,415,20.154554216867467
Lite Touch,2653.59,128,20.731171875
Lyrica Cr,72977.8,71,1027.8563380281691
Onglyza,163538.96000000002,364,449.2828571428572
Oscimin Sl,504.0,12,42.0
Pentacel,46498.780000000006,422,110.18668246445499
Rydapt,9775745.57,464,21068.41717672414
Tolcapone,110551.0,55,2010.0181818181818
Tybost,116815.16,313,373.2113738019169
Tygacil,55689.06999999999,42,1325.9302380952379
Unasyn,19540.75,124,157.5866935483871
Wera,3364.6899999999996,160,21.029312499999996
Aldurazyme,5785194.14,134,43173.090597014925
Bensal Hp,48785.81,18,2710.3227777777774
Dobutamine Hcl,8128.2300000000005,89,91.32842696629214
Droplet Micron Pen Needle,46490.619999999995,661,70.33376701966716
Flurandrenolide,11725.33,59,198.73440677966101
Harvoni,4619064.18,153,30189.961960784312
Kcl-D5w-0.45% Nacl,26303.590000000004,601,43.76637271214643
Oralone,313.58,14,22.398571428571426
Oxistat,55614.14,61,911.707213114754
Pertzye,2834592.3400000003,711,3986.7684106891707
Restoril,185825.87,152,1222.5386184210527
Vesicare Ls,9587.93,24,399.49708333333336
Cosopt,19129.27,70,273.2752857142857
Enbrace Hr,21879.86,140,156.2847142857143
Kelnor 1-50,5986.240000000001,224,26.724285714285717
Zavesca,1123975.55,51,22038.736274509803
Contrave,142088.2,220,645.8554545454546
Ethynodiol-Ethinyl Estradiol,4171.19,208,20.053798076923076
Istalol,114676.0,274,418.5255474452555
Lodoco,198299.16,264,751.1331818181818
Neomycin-Polymyxin B,2000.6699999999998,166,12.05222891566265
Niacin,130799.05,265,493.581320754717
Pregnyl,58298.44,146,399.3043835616439
Ribavirin,29892.29,231,129.4038528138528
Sandimmune,49538.31,179,276.75033519553074
Symdeko,9508301.320000002,377,25220.95840848807
Zegerid,707916.1299999999,171,4139.860409356725
Adcetris,1213368.35,39,31112.008974358978
Cardura,18325.02,62,295.5648387096774
Cefoxitin,155201.93,703,220.77088193456615
Dificid,2590077.61,463,5594.120107991361
Dolobid,37354.78,14,2668.1985714285715
Dymista,48172.93000000001,211,228.30772511848346
Methoxsalen,150880.27000000002,130,1160.6174615384616
Pediarix,4348.55,41,106.06219512195122
Tenormin,182238.72000000003,299,609.4940468227426
Venclexta Starting Pack,117092.58,36,3252.5716666666667
Atorvaliq,230536.23999999996,666,346.15051051051046
Camila,1209.4899999999998,98,12.341734693877548
Leqembi,418710.51000000007,323,1296.3173684210528
Mesnex,70510.32,73,965.8947945205481
Naftin,236804.64999999997,452,523.904092920354
Pamelor,264196.3900000001,77,3431.121948051949
Pennsaid,695611.22,246,2827.687886178862
Tamiflu,15388.4,146,105.39999999999999
Tiopronin,509453.70999999996,101,5044.096138613861
Acetaminophen,70718.20999999999,418,169.18232057416267
Cystadrops,1780834.68,193,9227.122694300519
Epaned,14708.4,12,1225.7
Lotensin Hct,836.06,11,76.00545454545454
Polymyxin B Sulfate,4919.339999999999,68,72.34323529411763
Thyquidity,36174.340000000004,179,202.09128491620115
Treximet,161602.90000000002,136,1188.256617647059
Trilipix,11985.420000000002,46,260.5526086956522
Verelan Pm,7872.68,38,207.1757894736842
Adthyza,8057.1,196,41.10765306122449
Apidra,32714.239999999998,208,157.28
Atacand Hct,36668.75,141,260.06205673758865
Dhivy,432030.8699999999,732,590.2061065573769
Dilantin-125,43329.84000000001,145,298.8264827586208
Empliciti,1439002.02,170,8464.717764705882
Halcinonide,917963.1099999998,825,1112.6825575757573
Livdelzi,2284783.59,177,12908.38186440678
Monoject Insulin Safety Syrng,10495.16,388,27.04938144329897
Nemluvio,928470.85,138,6728.049637681159
Salagen,6774.95,49,138.2642857142857
Elaprase,6001745.18,98,61242.29775510204
Emtriva,44654.27,90,496.1585555555555
Fluconazole-Nacl,16191.269999999999,361,44.85116343490304
Glucotrol Xl,1149.0,48,23.9375
Imovax Rabies Vaccine,79446.52,216,367.80796296296296
Klisyri,626128.5099999999,494,1267.4666194331983
Minocin,384242.08,69,5568.72579710145
Perforomist,108719.55,176,617.724715909091
Sodium Citrate-Citric Acid,6715.6,305,22.018360655737705
Tri-Lo-Marzia,5595.449999999999,418,13.386244019138754
Trudhesa,621481.12,140,4439.150857142857
Grastek,81357.04,204,398.8090196078431
Onexton,7112.38,11,646.58
Zovia 1-35,2850.8699999999994,174,16.384310344827583
Carnitor Sf,2463.4,35,70.38285714285715
Femara,159195.13,206,772.7918932038835
Gauze Pad,271.53000000000003,50,5.430600000000001
Iqirvo,1187809.39,97,12245.45762886598
Orphengesic Forte,197534.02000000002,84,2351.5954761904763
Qbrelis,534688.4099999999,291,1837.417216494845
Qnasl Children,15999.650000000001,47,340.418085106383
Ryclora,14940.42,25,597.6168
Juleber,2035.25,147,13.845238095238095
Nalocet,152925.88,91,1680.504175824176
Natacyn,52756.1,64,824.3140625
Pentamidine Isethionate,1803.24,12,150.27
Trimethobenzamide Hcl,1318.85,12,109.90416666666665
Clobetasol Emulsion,29345.660000000003,103,284.90932038834956
Evoxac,114696.50000000001,166,690.9427710843374
Sular,13063.77,11,1187.6154545454547
Bimzelx,1210079.25,77,15715.314935064935
Delestrogen,2477.94,12,206.495
Easy Glide Pen Needle,5848.32,76,76.95157894736842
Fenoprofen Calcium,6176.129999999999,24,257.33874999999995
Maxidex,3516.73,39,90.17256410256411
Plerixafor,334188.16000000003,97,3445.238762886598
Prodigy Insulin Syringe,545.6,54,10.103703703703705
Sf,5520.78,299,18.464147157190634
Tolmetin Sodium,1923578.56,1020,1885.8613333333333
True Comfort Pro Pen Needle,2303.36,46,50.07304347826087
Enilloring,8896.91,111,80.15234234234234
Larin 24 Fe,6445.030000000001,254,25.37413385826772
Luliconazole,10550.18,59,178.81661016949153
Safyral,3058.12,15,203.87466666666666
Vancomycin,3683.2200000000003,90,40.92466666666667
Adalimumab-Adaz(Cf),51857.66,39,1329.68358974359
Aldactone,6074.36,49,123.9665306122449
Alymsys,1588884.6400000001,248,6406.792903225807
Easy Touch Insulin Safety,919.0,40,22.975
Simpesse,1549.49,14,110.67785714285715
Treanda,455006.06,76,5986.921842105263
Ztalmy,1224428.4100000001,64,19131.693906250002
Azelex,53668.100000000006,69,777.7985507246377
Dasatinib,1539065.2299999995,220,6995.751045454544
Gastrocrom,161820.88,66,2451.8315151515153
Prometrium,52178.87000000001,111,470.07990990991
Sajazir,1004296.35,64,15692.13046875
Seysara,114645.99000000002,108,1061.5369444444445
Voranigo,2890508.7800000003,74,39060.92945945946
Fioricet With Codeine,47620.0,49,971.8367346938776
Methadose,491.04,36,13.64
Pyrukynd,3472020.75,133,26105.419172932332
Unifine Ultra Pen Needle,8745.13,120,72.87608333333333
Winrevair (2 Pack),1147515.28,40,28687.882
Aubra Eq,688.42,63,10.927301587301587
Cortifoam,32340.0,59,548.1355932203389
Insulin Glargine Max Solostar,141412.37000000002,741,190.83990553306347
Iressa,700967.18,100,7009.6718
Airduo Respiclick,20289.75,52,390.1875
Aristada Initio,82452.56,35,2355.7874285714283
Dilaudid,42163.329999999994,83,507.9919277108433
Duopa,1780611.82,254,7010.282755905512
Magellan Insulin Safety Syrng,12921.2,420,30.764761904761908
Magnesium Sulfate-D5w,1253.99,40,31.34975
Metyrosine,2080491.3900000001,75,27739.8852
Mitomycin,85558.1,70,1222.2585714285715
Tri-Legest Fe,5854.97,152,38.51953947368421
Amrix,192641.40999999997,57,3379.6738596491223
Carbaglu,9276566.419999998,42,220870.629047619
Dolishale,1857.3400000000001,34,54.627647058823534
Vibativ,167285.63,37,4521.233243243243
Mibelas 24 Fe,2658.65,68,39.09779411764706
Sandostatin,117512.19,37,3176.0051351351353
Sharobel,1314.1399999999999,144,9.125972222222222
Targretin,1700570.4700000002,80,21257.130875000003
Vimovo,150040.11,62,2420.001774193548
Coartem,40724.06,145,280.85558620689653
Detrol,5563.08,11,505.73454545454547
Effient,110420.8,190,581.1621052631579
Fluoride,589.4399999999999,145,4.0651034482758615
Intralipid,174096.18000000005,335,519.690089552239
Lotronex,372429.2,90,4138.102222222223
Natazia,17681.02,71,249.02845070422535
Premasol,358049.39,32,11189.0434375
Primaquine,5103.34,92,55.47108695652174
Ryvent,153241.81,239,641.1791213389121
Velsipity,133106.25,23,5787.228260869565
Adalimumab-Fkjp(Cf),25812.519999999997,25,1032.5007999999998
Azulfidine,15252.48,76,200.69052631578947
Betapace,54843.78,43,1275.4367441860466
Clinimix,18900.45,83,227.71626506024097
Erythrocin Lactobionate,33389.41,21,1589.9719047619049
Freestyle Libre 3 Sensor,5432.42,32,169.763125
Pure Comfort Pen Needle,3485.6800000000003,28,124.48857142857143
Sulfacetamide-Prednisolone,4769.969999999999,224,21.294508928571425
Clarinex,15029.67,47,319.78021276595746
Lovenox,177324.33,170,1043.084294117647
Zumandimine,622.55,11,56.595454545454544
Adbry Autoinjector,317690.57999999996,86,3694.0765116279067
Briellyn,4917.63,172,28.590872093023258
Cipro Hc,10593.42,30,353.114
Ferriprox (3 Times A Day),466181.49,33,14126.711818181819
Mefenamic Acid,14438.75,50,288.775
Sotylize,25174.68,12,2097.89
Galantamine Hydrobromide,13155.779999999999,68,193.46735294117644
Metopirone,30870.36,15,2058.024
Sovaldi,323619.39,12,26968.2825
Ciloxan,183644.45,646,284.2793343653251
Eryped 400,31790.99,26,1222.7303846153848
Yaz,12259.119999999999,71,172.66366197183098
Clocortolone Pivalate,17565.92,64,274.4675
Deflazacort,381128.41,66,5774.672878787878
Hadlima,117561.17,112,1049.6533035714285
Kenalog-10,1442.74,61,23.651475409836067
Miconazole-Zinc Oxide-Petroltm,22190.98,57,389.3154385964912
Opfolda,20010.09,85,235.41282352941175
Pombiliti,3213339.6500000004,63,51005.391269841275
Vigamox,12768.05,40,319.20124999999996
Betapace Af,10199.9,13,784.6076923076923
Ganciclovir Sodium,20325.75,41,495.75
Nimodipine,176455.19,602,293.1149335548173
Recarbrio,443795.72,58,7651.650344827585
Vizimpro,954666.18,65,14687.172
Ambisome,223845.58,129,1735.2370542635658
Asceniv,2116991.95,41,51633.950000000004
Cinryze,22355000.92,218,102545.87577981652
Cosentyx,432282.23,109,3965.892018348624
Elfabrio,3330623.36,95,35059.1932631579
Faslodex,155825.58,84,1855.0664285714283
Travasol,12496.91,51,245.03745098039215
Augtyro,577723.8,29,19921.510344827588
Depo-Medrol,2187.6600000000003,76,28.785000000000004
Pnv-Omega,756.77,23,32.90304347826087
Ephedrine Sulfate,250.88,12,20.906666666666666
Herceptin Hylecta,112279.15,25,4491.166
Zydelig,1392784.8399999999,110,12661.680363636362
Halcion,14158.93,50,283.1786
Smoflipid,11844.89,165,71.78721212121212
Ziphex,135532.89,31,4372.02870967742
Rybrevant,956824.43,46,20800.531086956522
Vusion,6813.0,12,567.75
Arestin,1736514.6400000001,223,7787.061165919283
Pimtrea,1462.8199999999997,56,26.12178571428571
Zovirax,33862.81,79,428.643164556962
Cuvrior,839495.6500000001,49,17132.56428571429
Exjade,666769.17,48,13891.024375
Oriahnn,79714.77,70,1138.7824285714287
Prednisone Intensol,14997.43,70,214.249
Zarontin,6997.5599999999995,58,120.64758620689655
Amnesteem,8519.48,63,135.22984126984127
Depo-Subq Provera 104,2085.96,36,57.943333333333335
Nardil,13320.26,47,283.40978723404254
Rituxan Hycela,162432.16,25,6497.2864
Taytulla,3323.06,13,255.62
Infanrix Dtap,6391.960000000001,159,40.20100628930818
Maxicomfort Ii Pen Needle,889.9699999999999,52,17.11480769230769
Ocella,727.26,39,18.647692307692306
Prenate Mini,4043.6,22,183.79999999999998
Prenate Pixie,2021.8,11,183.79999999999998
Cuprimine,333817.44,23,14513.801739130435
Lucemyra,846057.9700000002,197,4294.710507614214
Nilandron,19178.7,12,1598.2250000000001
Inderal Xl,48901.82,23,2126.1660869565217
Jemperli,1566283.15,125,12530.2652
Levalbuterol Concentrate,8363.67,59,141.7571186440678
Temozolomide,3408.55,11,309.8681818181818
Drospirenone-Eth Estra-Levomef,2250.04,26,86.53999999999999
Quillivant Xr,52317.21,83,630.3278313253012
Reltone,197406.95,118,1672.9402542372882
Alprazolam Intensol,2921.3,11,265.57272727272726
Gemmily,890.23,14,63.587857142857146
Ogivri,619027.4800000001,191,3240.981570680629
Vabomere,159820.56,80,1997.757
Assure Id Pen Needle,5308.2699999999995,94,56.470957446808505
Bismuth-Metronidazole-Tetracyc,54453.03,84,648.2503571428572
Fleqsuvy,52656.32000000001,36,1462.6755555555558
Onivyde,475888.18000000005,26,18303.39153846154
Soolantra,101054.34,143,706.6737062937062
Xanax Xr,49412.32,103,479.73126213592235
Aklief,32021.42,47,681.3068085106382
Cablivi,6138424.68,25,245536.98719999997
Protonix Iv,25926.7,260,99.71807692307692
Chorionic Gonadotropin,105752.16,124,852.84
Desferal Mesylate,18866.96,12,1572.2466666666667
Mini Pen Needle,2440.28,46,53.04956521739131
Quinapril Hcl,33.77,11,3.0700000000000003
Reglan,8283.119999999999,24,345.12999999999994
1st Tier Unifine Pentips,590.4,26,22.707692307692305
Codeine-Guaifenesin,444.37,88,5.049659090909091
Igalmi,254967.48,78,3268.8138461538465
Macrobid,2879.23,23,125.18391304347826
Ragwitek,8036.27,23,349.4030434782609
Diphtheria-Tetanus Toxoids-Ped,1150.0,23,50.0
Tolsura,92596.07999999999,29,3192.9682758620684
Cipro,11173.789999999999,53,210.8262264150943
Frova,51163.06,12,4263.588333333333
Miglustat,3643920.12,184,19803.913695652176
Panretin,205530.1,35,5872.288571428571
Pure Comfort Safety Pen Needle,17125.94,124,138.1124193548387
Chateal Eq,732.72,47,15.589787234042554
Voydeya,57798.6,14,4128.471428571428
Altreno,2679.71,36,74.43638888888889
Atelvia,28811.46,112,257.24517857142854
Tricor,2116.43,66,32.06712121212121
Carospir,50231.68000000001,48,1046.4933333333336
Clindagel,19804.81,13,1523.4469230769232
Fuzeon,209088.56,61,3427.68131147541
Proair Digihaler,2476.1099999999997,28,88.43249999999999
Veletri,322285.49,143,2253.7446853146853
Insupen,1293.52,38,34.04
Matulane,39361.21,31,1269.7164516129033
Lopid,909.12,12,75.76
Nabi-Hb,9171.63,13,705.51
Tenoretic 50,3988.05,11,362.55
Basaglar Tempo Pen U-100,14145.27,80,176.815875
Diskets,369.74,69,5.358550724637682
Motpoly Xr,81428.65,83,981.0680722891566
Acular Ls,6062.57,23,263.59
Gamastan,126732.33,276,459.17510869565217
L-Glutamine,158448.89999999997,59,2685.574576271186
Monoject,156.88,12,13.073333333333332
Tivdak,678375.5800000001,25,27135.023200000003
Caprelsa,2099880.6700000004,132,15908.186893939397
Captopril-Hydrochlorothiazide,323.0,25,12.92
Levetiracetam-Nacl,45731.56,94,486.5059574468085
Medrol,99.75,11,9.068181818181818
Simlandi(Cf) Autoinjector,80223.73,67,1197.369104477612
Veklury,14300.35,15,953.3566666666667
Bendamustine Hcl,546304.07,71,7694.42352112676
Monjuvi,308376.33,47,6561.198510638298
Norpace,3105.06,12,258.755
Nuvaring,6431.84,36,178.66222222222223
Syprine,1028969.99,47,21892.9785106383
Miacalcin,328870.5,15,21924.7
Sure Comfort Safety Pen Needle,1634.31,26,62.85807692307692
Rhofade,25930.59,41,632.4534146341464
Zilxi,56084.350000000006,124,452.2931451612904
Vyondys-53,2955187.2,26,113661.04615384617
Brovana,92397.79,261,354.0145210727969
Insumed,321.49,12,26.790833333333335
Molindone Hcl,349806.97000000003,432,809.7383564814816
Plasma-Lyte A Ph 7.4,10459.25,96,108.95052083333333
Ultracare Insulin Syringe,991.44,37,26.795675675675678
Vancomycin Hcl-D5w,1755.1399999999999,58,30.261034482758618
Vosevi,1715826.65,71,24166.572535211268
Adalimumab-Fkjp(Cf) Pen,47323.89,47,1006.8912765957447
Emverm,152372.59000000003,49,3109.6446938775516
Esomeprazole Sodium,16446.21,103,159.67194174757282
Pramosone,8909.3,25,356.37199999999996
Praziquantel,275568.71,56,4920.869821428571
Retin-A Micro Pump,30484.58,35,870.988
Clindacin P,10297.99,42,245.1902380952381
Clinimix E,41709.700000000004,128,325.85703125000003
Cystagon,22909.839999999997,58,394.9972413793103
Eohilia,66473.23999999999,35,1899.2354285714282
Cuvposa,31038.649999999998,70,443.40928571428566
Doxorubicin Hcl Liposome,15884.54,11,1444.049090909091
Carefine Pen Needle,612.71,23,26.639565217391304
Multivitamin With Fluoride,711.7399999999999,88,8.087954545454544
Taclonex,108609.18,45,2413.537333333333
Amondys-45,14055010.91,184,76385.92885869565
Cerebyx,37147.94,52,714.3834615384616
Delzicol,10579.699999999999,23,459.9869565217391
Dodex,40.32,12,3.36
Joyeaux,1100.25,11,100.02272727272727
Clindacin,21735.03,67,324.40343283582087
Emend,8094.73,12,674.5608333333333
Tadliq,85809.79000000001,37,2319.183513513514
Texacort,3110.64,11,282.7854545454545
Zegalogue Autoinjector,9066.16,15,604.4106666666667
Actoplus Met,6535.54,11,594.14
Bylvay,2388169.62,25,95526.78480000001
Mycamine,12348.16,11,1122.56
Signifor,1176338.06,60,19605.634333333335
Phenytoin Sodium,336.02,13,25.847692307692306
Tri-Vylibra,250.56,38,6.593684210526316
Albuked-25,32506.85,57,570.2956140350877
Humira(Cf) Pen Psor-Uv-Adol Hs,272804.53,21,12990.691904761907
Levulan,27688.329999999998,57,485.76017543859643
Lidoderm,113297.12,92,1231.4904347826086
Quzyttir,459924.61,185,2486.0789729729727
Tigan,34577.25,32,1080.5390625
Verkazia,63570.55,36,1765.8486111111113
Joenja,2848995.48,59,48288.05898305085
Treprostinil,942762.9999999999,115,8197.939130434781
Lupron Depot-Ped,159851.65,47,3401.0989361702127
Miconazole 3,911.11,27,33.744814814814816
Procardia Xl,9235.53,29,318.46655172413796
Viagra,29138.91,90,323.7656666666667
Ziextenzo,480974.80000000005,101,4762.126732673268
Setlakin,466.64,17,27.449411764705882
Tri-Vylibra Lo,232.5,24,9.6875
Xenpozyme,4703938.45,42,111998.53452380953
Arixtra,136004.48,34,4000.1317647058827
Finzala,1041.87,13,80.14384615384614
Targadox,5115.45,11,465.04090909090905
Tilia Fe,1111.7,24,46.32083333333333
Cholbam,5178968.01,63,82205.84142857142
Isordil,20987.04,12,1748.92
Mepsevii,901094.52,12,75091.21
Pepcid,66981.69,59,1135.2828813559322
Jasmiel,742.55,26,28.559615384615384
Levoleucovorin Calcium,9406.5,34,276.6617647058824
Rimso-50,34876.91,51,683.8609803921569
Azathioprine Sodium,56034.6,91,615.7648351648352
Cimerli,129622.07,91,1424.4183516483517
Kcl-D5w-0.9% Nacl,8266.480000000001,160,51.66550000000001
Pip Pen Needle,784.0500000000001,53,14.793396226415096
Sulfamylon,6271.03,59,106.28864406779661
Cleocin Phosphate,471.74,13,36.28769230769231
Evekeo,16148.18,12,1345.6816666666666
Sensipar,56857.16,35,1624.4902857142858
Oxycodone Hcl Er,69218.03,126,549.3494444444444
Ticovac,15482.789999999999,54,286.7183333333333
Vitafol Gummies,539.66,11,49.059999999999995
Accutane,6421.129999999999,49,131.0434693877551
Ethacrynate Sodium,182217.6,12,15184.800000000001
Lomotil,13835.980000000001,64,216.18718750000002
Remifentanil Hcl,812.09,13,62.46846153846154
Renal Caps,325.08,12,27.09
Mifepristone,1356074.09,43,31536.606744186047
Adalimumab-Adbm(Cf)pen,87605.32,58,1510.436551724138
Ala-Cort,111.39,16,6.961875
Colestid,6070.110000000001,27,224.81888888888892
Taltz Autoinjector (3 Pack),314977.87,16,19686.116875
Methyltestosterone,18460.75,11,1678.25
Clindamycin Phos-Tretinoin,10255.25,24,427.3020833333333
Auvi-Q,39773.37,13,3059.4900000000002
Oracit,3632.37,39,93.1376923076923
Tivicay Pd,18655.84,14,1332.56
Cytotec,26377.83,14,1884.1307142857145
Dantrium,1467.62,14,104.83
Turalio,430221.68000000005,40,10755.542000000001
Vfend Iv,36002.86,11,3272.9872727272727
Romidepsin,142589.25,15,9505.95
Clindamycin-0.9% Nacl,8735.19,27,323.52555555555557
Diflucan,20538.69,22,933.5768181818181
Jesduvroq,9379.24,13,721.48
Akeega,928258.95,52,17851.133653846155
Arthrotec 50,11641.13,35,332.60371428571426
Fylnetra,163407.58,56,2917.9925
Livmarli,3603414.3600000003,24,150142.265
Caldolor,6022.19,43,140.05093023255813
Colcrys,2229.59,11,202.69000000000003
Fosphenytoin Sodium,9195.88,42,218.94952380952378
Pheburane,487856.25,15,32523.75
Vegzelma,202314.59,32,6322.3309375
Methitest,339911.31,56,6069.844821428572
Ery-Tab,6316.51,30,210.55033333333333
Yasmin 28,6337.530000000001,45,140.834
Akten,300.43,16,18.776875
Capecitabine,420.38,12,35.031666666666666
Cyclomydril,2605.95,12,217.1625
Sulfadiazine,101142.75,60,1685.7125
Xatmep,14070.04,30,469.0013333333334
Charlotte 24 Fe,112.53,12,9.3775
Tabloid,157113.49,26,6042.826538461538
B-D Single Use Alcohol Swab,710.13,255,2.7848235294117645
Betadine,406.78999999999996,25,16.2716
Kenalog-40,1031.32,34,30.332941176470587
Lyumjev Tempo Pen U-100,13572.26,13,1044.02
Tetracaine Hcl,300.0,30,10.0
Vylibra,390.84999999999997,27,14.475925925925925
Amphotericin B,1249.5,17,73.5
Humira(Cf) Pen Crohn's-Uc-Hs,196233.21,11,17839.382727272725
Fareston,14060.97,33,426.09
Fentora,491710.73,14,35122.195
Kenalog-80,7593.57,192,39.54984375
Lofexidine Hcl,205390.84,79,2599.8840506329116
Albumin (Human),9852.97,21,469.1890476190476
Prevident 5000 Ortho Defense,202.5,11,18.40909090909091
Bendeka,102316.39,11,9301.49
Rocaltrol,2339.73,11,212.7027272727273
Acyclovir Sodium,2253.41,27,83.45962962962962
Albutein,1999.76,15,133.31733333333332
Recombivax Hb,3712.8099999999995,50,74.25619999999999
Chemet,13295.76,12,1107.98
Colazal,26593.35,15,1772.8899999999999
Sure Comfort Insulin Syringe,622.16,25,24.8864
Taron-C Dha,280.44,12,23.37
Tovet Emollient,18256.940000000002,46,396.89000000000004
Epsolay,39430.83,77,512.0887012987013
Mesna,3211.69,58,55.37396551724138
Caretouch Alcohol Prep Pad,28.17,25,1.1268
Dermotic,567.54,24,23.647499999999997
Wescap-Pn Dha,1205.1,23,52.39565217391304
Band-Aid Gauze Pads,205.79,32,6.4309375
Sorilux,116269.84,71,1637.60338028169
Zepbound,13886.95,14,991.9250000000001
Promethazine Vc,375.37,16,23.460625
Vyfemla,835.13,24,34.79708333333333
Azasan,11884.150000000001,25,475.36600000000004
Epifoam,1363.49,14,97.39214285714286
Xylocaine,101.0,12,8.416666666666666
Cequr Simplicity Inserter,1567.1,110,14.246363636363636
Polivy,143757.74,14,10268.41
Sky Safety Pen Needle,872.16,12,72.67999999999999
Qalsody,551231.24,35,15749.464
Vanishpoint,1336.88,29,46.09931034482759
Adzynma,928451.69,26,35709.680384615385
Dexamethasone Intensol,1269.25,12,105.77083333333333
Eulexin,67790.76,12,5649.23
Urogesic-Blue,1667.27,11,151.57
Vistaril,115.85,11,10.531818181818181
Meclofenamate Sodium,29273.54,43,680.78
Hetlioz Lq,998095.47,43,23211.522558139535
Proglycem,41906.53,11,3809.6845454545455
Roweepra,212.94,13,16.38
Phenobarbital Sodium,37947.47,11,3449.77
Synarel,64573.33,19,3398.596315789474
Abilify Mycite,42362.02,25,1694.4807999999998
Potassium Acetate,683.99,21,32.570952380952384
